algorithm,reward,exploration,environment,run,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,ONCEANDFORALL,PREPROCESS,Moutain_Car,,,,,FAILED,1,experiments/20260708_114406/logs/Moutain_Car/VALUE_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,ONCEANDFORALL,RECURSIVE,Moutain_Car,,,,,FAILED,1,experiments/20260708_114406/logs/Moutain_Car/VALUE_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,EMBEDDED,PREPROCESS,Puzzle,,,,,FAILED,1,experiments/20260708_114406/logs/Puzzle/VALUE_ITERATION/EMBEDDED/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,EMBEDDED,RECURSIVE,Puzzle,,,,,FAILED,1,experiments/20260708_114406/logs/Puzzle/VALUE_ITERATION/EMBEDDED/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,ONCEANDFORALL,PREPROCESS,Puzzle,,,,,FAILED,1,experiments/20260708_114406/logs/Puzzle/VALUE_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,ONCEANDFORALL,RECURSIVE,Puzzle,,,,,FAILED,1,experiments/20260708_114406/logs/Puzzle/VALUE_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,INCREMENTAL_VALUE_ITERATION,ONCEANDFORALL,PREPROCESS,Taxi-driver,44,0.017883611,0.974049971,16,SUCCESS,0,experiments/20260708_114406/logs/Taxi-driver/INCREMENTAL_VALUE_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,INCREMENTAL_VALUE_ITERATION,ONCEANDFORALL,RECURSIVE,Taxi-driver,43,0.035121583,1.431952338,16,SUCCESS,0,experiments/20260708_114406/logs/Taxi-driver/INCREMENTAL_VALUE_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,MODIFIED_POLICY_ITERATION,ONCEANDFORALL,PREPROCESS,Taxi-driver,44,0.022121344,2.548378286,12,SUCCESS,0,experiments/20260708_114406/logs/Taxi-driver/MODIFIED_POLICY_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,MODIFIED_POLICY_ITERATION,ONCEANDFORALL,RECURSIVE,Taxi-driver,43,0.042368528,1.501196808,12,SUCCESS,0,experiments/20260708_114406/logs/Taxi-driver/MODIFIED_POLICY_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,POLICY_ITERATION,ONCEANDFORALL,PREPROCESS,Taxi-driver,44,0.019139646,1.735384515,14,SUCCESS,0,experiments/20260708_114406/logs/Taxi-driver/POLICY_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,POLICY_ITERATION,ONCEANDFORALL,RECURSIVE,Taxi-driver,43,0.041339522,2.738455139,10,SUCCESS,0,experiments/20260708_114406/logs/Taxi-driver/POLICY_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,PRIORITIZED_VALUE_ITERATION,ONCEANDFORALL,PREPROCESS,Taxi-driver,44,0.020146,0.652577401,43,SUCCESS,0,experiments/20260708_114406/logs/Taxi-driver/PRIORITIZED_VALUE_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,PRIORITIZED_VALUE_ITERATION,ONCEANDFORALL,RECURSIVE,Taxi-driver,43,0.037829313,0.421283265,42,SUCCESS,0,experiments/20260708_114406/logs/Taxi-driver/PRIORITIZED_VALUE_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,ONCEANDFORALL,PREPROCESS,Taxi-driver,44,0.018207067,0.873873104,14,SUCCESS,0,experiments/20260708_114406/logs/Taxi-driver/VALUE_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,ONCEANDFORALL,RECURSIVE,Taxi-driver,43,0.035568239,0.683790922,11,SUCCESS,0,experiments/20260708_114406/logs/Taxi-driver/VALUE_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,BACKWARD_INDUCTION,EMBEDDED,PREPROCESS,tictactoe,,,,,FAILED,1,experiments/20260708_114406/logs/tictactoe/BACKWARD_INDUCTION/EMBEDDED/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,BACKWARD_INDUCTION,EMBEDDED,RECURSIVE,tictactoe,,,,,FAILED,1,experiments/20260708_114406/logs/tictactoe/BACKWARD_INDUCTION/EMBEDDED/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,BACKWARD_INDUCTION,ONCEANDFORALL,PREPROCESS,tictactoe,,,,,FAILED,1,experiments/20260708_114406/logs/tictactoe/BACKWARD_INDUCTION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,BACKWARD_INDUCTION,ONCEANDFORALL,RECURSIVE,tictactoe,,,,,FAILED,1,experiments/20260708_114406/logs/tictactoe/BACKWARD_INDUCTION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,INCREMENTAL_VALUE_ITERATION,EMBEDDED,PREPROCESS,tictactoe,,,,,FAILED,1,experiments/20260708_114406/logs/tictactoe/INCREMENTAL_VALUE_ITERATION/EMBEDDED/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,INCREMENTAL_VALUE_ITERATION,EMBEDDED,RECURSIVE,tictactoe,,,,,FAILED,1,experiments/20260708_114406/logs/tictactoe/INCREMENTAL_VALUE_ITERATION/EMBEDDED/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,INCREMENTAL_VALUE_ITERATION,ONCEANDFORALL,PREPROCESS,tictactoe,,,,,FAILED,1,experiments/20260708_114406/logs/tictactoe/INCREMENTAL_VALUE_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,INCREMENTAL_VALUE_ITERATION,ONCEANDFORALL,RECURSIVE,tictactoe,,,,,FAILED,1,experiments/20260708_114406/logs/tictactoe/INCREMENTAL_VALUE_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,MODIFIED_POLICY_ITERATION,EMBEDDED,PREPROCESS,tictactoe,,,,,FAILED,1,experiments/20260708_114406/logs/tictactoe/MODIFIED_POLICY_ITERATION/EMBEDDED/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,MODIFIED_POLICY_ITERATION,EMBEDDED,RECURSIVE,tictactoe,,,,,FAILED,1,experiments/20260708_114406/logs/tictactoe/MODIFIED_POLICY_ITERATION/EMBEDDED/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,MODIFIED_POLICY_ITERATION,ONCEANDFORALL,PREPROCESS,tictactoe,,,,,FAILED,1,experiments/20260708_114406/logs/tictactoe/MODIFIED_POLICY_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,MODIFIED_POLICY_ITERATION,ONCEANDFORALL,RECURSIVE,tictactoe,,,,,FAILED,1,experiments/20260708_114406/logs/tictactoe/MODIFIED_POLICY_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,POLICY_ITERATION,EMBEDDED,PREPROCESS,tictactoe,,,,,FAILED,1,experiments/20260708_114406/logs/tictactoe/POLICY_ITERATION/EMBEDDED/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,POLICY_ITERATION,EMBEDDED,RECURSIVE,tictactoe,,,,,FAILED,1,experiments/20260708_114406/logs/tictactoe/POLICY_ITERATION/EMBEDDED/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,POLICY_ITERATION,ONCEANDFORALL,PREPROCESS,tictactoe,,,,,FAILED,1,experiments/20260708_114406/logs/tictactoe/POLICY_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,POLICY_ITERATION,ONCEANDFORALL,RECURSIVE,tictactoe,,,,,FAILED,1,experiments/20260708_114406/logs/tictactoe/POLICY_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,PRIORITIZED_VALUE_ITERATION,EMBEDDED,PREPROCESS,tictactoe,,,,,FAILED,1,experiments/20260708_114406/logs/tictactoe/PRIORITIZED_VALUE_ITERATION/EMBEDDED/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,PRIORITIZED_VALUE_ITERATION,EMBEDDED,RECURSIVE,tictactoe,,,,,FAILED,1,experiments/20260708_114406/logs/tictactoe/PRIORITIZED_VALUE_ITERATION/EMBEDDED/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,PRIORITIZED_VALUE_ITERATION,ONCEANDFORALL,PREPROCESS,tictactoe,,,,,FAILED,1,experiments/20260708_114406/logs/tictactoe/PRIORITIZED_VALUE_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,PRIORITIZED_VALUE_ITERATION,ONCEANDFORALL,RECURSIVE,tictactoe,,,,,FAILED,1,experiments/20260708_114406/logs/tictactoe/PRIORITIZED_VALUE_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,EMBEDDED,PREPROCESS,tictactoe,,,,,FAILED,1,experiments/20260708_114406/logs/tictactoe/VALUE_ITERATION/EMBEDDED/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,EMBEDDED,RECURSIVE,tictactoe,,,,,FAILED,1,experiments/20260708_114406/logs/tictactoe/VALUE_ITERATION/EMBEDDED/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,ONCEANDFORALL,PREPROCESS,tictactoe,,,,,FAILED,1,experiments/20260708_114406/logs/tictactoe/VALUE_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,ONCEANDFORALL,RECURSIVE,tictactoe,,,,,FAILED,1,experiments/20260708_114406/logs/tictactoe/VALUE_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
