algorithm,reward,exploration,environment,run,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,PRIORITIZED_VALUE_ITERATION,ONCEANDFORALL,PREPROCESS,autoV2,2830,0.498710846,254.916639428,10000,SUCCESS,0,experiments/20260708_095510/logs/autoV2/PRIORITIZED_VALUE_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,PRIORITIZED_VALUE_ITERATION,ONCEANDFORALL,RECURSIVE,autoV2,2830,2.428892571,254.973293402,10000,SUCCESS,0,experiments/20260708_095510/logs/autoV2/PRIORITIZED_VALUE_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,EMBEDDED,PREPROCESS,autoV2,,,,,FAILED,1,experiments/20260708_095510/logs/autoV2/VALUE_ITERATION/EMBEDDED/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,EMBEDDED,RECURSIVE,autoV2,2830,1.706072936,482.610077219,87,SUCCESS,0,experiments/20260708_095510/logs/autoV2/VALUE_ITERATION/EMBEDDED/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,ONCEANDFORALL,PREPROCESS,autoV2,2830,0.512248291,738.488128433,87,SUCCESS,0,experiments/20260708_095510/logs/autoV2/VALUE_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,ONCEANDFORALL,RECURSIVE,autoV2,,,,,FAILED,1,experiments/20260708_095510/logs/autoV2/VALUE_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,INCREMENTAL_VALUE_ITERATION,EMBEDDED,PREPROCESS,Frozen_lake,44,0.04336597,0.134531931,100,SUCCESS,0,experiments/20260708_095510/logs/Frozen_lake/INCREMENTAL_VALUE_ITERATION/EMBEDDED/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,INCREMENTAL_VALUE_ITERATION,EMBEDDED,RECURSIVE,Frozen_lake,,,,,FAILED,1,experiments/20260708_095510/logs/Frozen_lake/INCREMENTAL_VALUE_ITERATION/EMBEDDED/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,INCREMENTAL_VALUE_ITERATION,ONCEANDFORALL,PREPROCESS,Frozen_lake,,,,,FAILED,1,experiments/20260708_095510/logs/Frozen_lake/INCREMENTAL_VALUE_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,INCREMENTAL_VALUE_ITERATION,ONCEANDFORALL,RECURSIVE,Frozen_lake,,,,,FAILED,1,experiments/20260708_095510/logs/Frozen_lake/INCREMENTAL_VALUE_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,MODIFIED_POLICY_ITERATION,EMBEDDED,PREPROCESS,Frozen_lake,,,,,FAILED,1,experiments/20260708_095510/logs/Frozen_lake/MODIFIED_POLICY_ITERATION/EMBEDDED/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,MODIFIED_POLICY_ITERATION,EMBEDDED,RECURSIVE,Frozen_lake,43,0.048561402,0.079252991,8,SUCCESS,0,experiments/20260708_095510/logs/Frozen_lake/MODIFIED_POLICY_ITERATION/EMBEDDED/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,MODIFIED_POLICY_ITERATION,ONCEANDFORALL,PREPROCESS,Frozen_lake,44,0.021010733,2.008155039,8,SUCCESS,0,experiments/20260708_095510/logs/Frozen_lake/MODIFIED_POLICY_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,MODIFIED_POLICY_ITERATION,ONCEANDFORALL,RECURSIVE,Frozen_lake,,,,,FAILED,1,experiments/20260708_095510/logs/Frozen_lake/MODIFIED_POLICY_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,POLICY_ITERATION,EMBEDDED,PREPROCESS,Frozen_lake,44,0.018893438,0.094757028,8,SUCCESS,0,experiments/20260708_095510/logs/Frozen_lake/POLICY_ITERATION/EMBEDDED/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,POLICY_ITERATION,EMBEDDED,RECURSIVE,Frozen_lake,43,0.04101982,0.065859301,8,SUCCESS,0,experiments/20260708_095510/logs/Frozen_lake/POLICY_ITERATION/EMBEDDED/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,POLICY_ITERATION,ONCEANDFORALL,PREPROCESS,Frozen_lake,,,,,FAILED,1,experiments/20260708_095510/logs/Frozen_lake/POLICY_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,POLICY_ITERATION,ONCEANDFORALL,RECURSIVE,Frozen_lake,,,,,FAILED,1,experiments/20260708_095510/logs/Frozen_lake/POLICY_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,PRIORITIZED_VALUE_ITERATION,EMBEDDED,PREPROCESS,Frozen_lake,,,,,FAILED,1,experiments/20260708_095510/logs/Frozen_lake/PRIORITIZED_VALUE_ITERATION/EMBEDDED/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,PRIORITIZED_VALUE_ITERATION,EMBEDDED,RECURSIVE,Frozen_lake,,,,,FAILED,1,experiments/20260708_095510/logs/Frozen_lake/PRIORITIZED_VALUE_ITERATION/EMBEDDED/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,PRIORITIZED_VALUE_ITERATION,ONCEANDFORALL,PREPROCESS,Frozen_lake,,,,,FAILED,1,experiments/20260708_095510/logs/Frozen_lake/PRIORITIZED_VALUE_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,PRIORITIZED_VALUE_ITERATION,ONCEANDFORALL,RECURSIVE,Frozen_lake,,,,,FAILED,1,experiments/20260708_095510/logs/Frozen_lake/PRIORITIZED_VALUE_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,EMBEDDED,PREPROCESS,Frozen_lake,44,0.018629057,0.106773049,100,SUCCESS,0,experiments/20260708_095510/logs/Frozen_lake/VALUE_ITERATION/EMBEDDED/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,EMBEDDED,RECURSIVE,Frozen_lake,,,,,FAILED,1,experiments/20260708_095510/logs/Frozen_lake/VALUE_ITERATION/EMBEDDED/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,ONCEANDFORALL,PREPROCESS,Frozen_lake,44,0.024289211,12.419763507,100,SUCCESS,0,experiments/20260708_095510/logs/Frozen_lake/VALUE_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,ONCEANDFORALL,RECURSIVE,Frozen_lake,43,0.055541617,9.794921455,100,SUCCESS,0,experiments/20260708_095510/logs/Frozen_lake/VALUE_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,INCREMENTAL_VALUE_ITERATION,EMBEDDED,PREPROCESS,Interlocking,,,,,FAILED,1,experiments/20260708_095510/logs/Interlocking/INCREMENTAL_VALUE_ITERATION/EMBEDDED/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,INCREMENTAL_VALUE_ITERATION,EMBEDDED,RECURSIVE,Interlocking,,,,,FAILED,1,experiments/20260708_095510/logs/Interlocking/INCREMENTAL_VALUE_ITERATION/EMBEDDED/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,INCREMENTAL_VALUE_ITERATION,ONCEANDFORALL,PREPROCESS,Interlocking,,,,,FAILED,1,experiments/20260708_095510/logs/Interlocking/INCREMENTAL_VALUE_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,INCREMENTAL_VALUE_ITERATION,ONCEANDFORALL,RECURSIVE,Interlocking,,,,,FAILED,1,experiments/20260708_095510/logs/Interlocking/INCREMENTAL_VALUE_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,MODIFIED_POLICY_ITERATION,EMBEDDED,PREPROCESS,Interlocking,,,,,FAILED,1,experiments/20260708_095510/logs/Interlocking/MODIFIED_POLICY_ITERATION/EMBEDDED/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,MODIFIED_POLICY_ITERATION,EMBEDDED,RECURSIVE,Interlocking,,,,,FAILED,1,experiments/20260708_095510/logs/Interlocking/MODIFIED_POLICY_ITERATION/EMBEDDED/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,MODIFIED_POLICY_ITERATION,ONCEANDFORALL,PREPROCESS,Interlocking,,,,,FAILED,1,experiments/20260708_095510/logs/Interlocking/MODIFIED_POLICY_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,MODIFIED_POLICY_ITERATION,ONCEANDFORALL,RECURSIVE,Interlocking,,,,,FAILED,1,experiments/20260708_095510/logs/Interlocking/MODIFIED_POLICY_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,POLICY_ITERATION,EMBEDDED,PREPROCESS,Interlocking,,,,,FAILED,1,experiments/20260708_095510/logs/Interlocking/POLICY_ITERATION/EMBEDDED/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,POLICY_ITERATION,EMBEDDED,RECURSIVE,Interlocking,,,,,FAILED,1,experiments/20260708_095510/logs/Interlocking/POLICY_ITERATION/EMBEDDED/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,POLICY_ITERATION,ONCEANDFORALL,PREPROCESS,Interlocking,,,,,FAILED,1,experiments/20260708_095510/logs/Interlocking/POLICY_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,POLICY_ITERATION,ONCEANDFORALL,RECURSIVE,Interlocking,,,,,FAILED,1,experiments/20260708_095510/logs/Interlocking/POLICY_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,PRIORITIZED_VALUE_ITERATION,EMBEDDED,PREPROCESS,Interlocking,,,,,FAILED,1,experiments/20260708_095510/logs/Interlocking/PRIORITIZED_VALUE_ITERATION/EMBEDDED/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,PRIORITIZED_VALUE_ITERATION,EMBEDDED,RECURSIVE,Interlocking,,,,,FAILED,1,experiments/20260708_095510/logs/Interlocking/PRIORITIZED_VALUE_ITERATION/EMBEDDED/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,PRIORITIZED_VALUE_ITERATION,ONCEANDFORALL,PREPROCESS,Interlocking,,,,,FAILED,1,experiments/20260708_095510/logs/Interlocking/PRIORITIZED_VALUE_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,PRIORITIZED_VALUE_ITERATION,ONCEANDFORALL,RECURSIVE,Interlocking,,,,,FAILED,1,experiments/20260708_095510/logs/Interlocking/PRIORITIZED_VALUE_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,EMBEDDED,PREPROCESS,Interlocking,,,,,FAILED,1,experiments/20260708_095510/logs/Interlocking/VALUE_ITERATION/EMBEDDED/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,EMBEDDED,RECURSIVE,Interlocking,,,,,FAILED,1,experiments/20260708_095510/logs/Interlocking/VALUE_ITERATION/EMBEDDED/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,ONCEANDFORALL,PREPROCESS,Interlocking,,,,,FAILED,1,experiments/20260708_095510/logs/Interlocking/VALUE_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,ONCEANDFORALL,RECURSIVE,Interlocking,,,,,FAILED,1,experiments/20260708_095510/logs/Interlocking/VALUE_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,INCREMENTAL_VALUE_ITERATION,EMBEDDED,PREPROCESS,Moutain_Car,,,,,FAILED,1,experiments/20260708_095510/logs/Moutain_Car/INCREMENTAL_VALUE_ITERATION/EMBEDDED/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,INCREMENTAL_VALUE_ITERATION,EMBEDDED,RECURSIVE,Moutain_Car,,,,,FAILED,1,experiments/20260708_095510/logs/Moutain_Car/INCREMENTAL_VALUE_ITERATION/EMBEDDED/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,INCREMENTAL_VALUE_ITERATION,ONCEANDFORALL,PREPROCESS,Moutain_Car,,,,,FAILED,1,experiments/20260708_095510/logs/Moutain_Car/INCREMENTAL_VALUE_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,INCREMENTAL_VALUE_ITERATION,ONCEANDFORALL,RECURSIVE,Moutain_Car,,,,,FAILED,1,experiments/20260708_095510/logs/Moutain_Car/INCREMENTAL_VALUE_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,MODIFIED_POLICY_ITERATION,EMBEDDED,PREPROCESS,Moutain_Car,,,,,FAILED,1,experiments/20260708_095510/logs/Moutain_Car/MODIFIED_POLICY_ITERATION/EMBEDDED/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,MODIFIED_POLICY_ITERATION,EMBEDDED,RECURSIVE,Moutain_Car,,,,,FAILED,1,experiments/20260708_095510/logs/Moutain_Car/MODIFIED_POLICY_ITERATION/EMBEDDED/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,MODIFIED_POLICY_ITERATION,ONCEANDFORALL,PREPROCESS,Moutain_Car,,,,,FAILED,1,experiments/20260708_095510/logs/Moutain_Car/MODIFIED_POLICY_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,MODIFIED_POLICY_ITERATION,ONCEANDFORALL,RECURSIVE,Moutain_Car,,,,,FAILED,1,experiments/20260708_095510/logs/Moutain_Car/MODIFIED_POLICY_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,POLICY_ITERATION,EMBEDDED,PREPROCESS,Moutain_Car,,,,,FAILED,1,experiments/20260708_095510/logs/Moutain_Car/POLICY_ITERATION/EMBEDDED/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,POLICY_ITERATION,EMBEDDED,RECURSIVE,Moutain_Car,,,,,FAILED,1,experiments/20260708_095510/logs/Moutain_Car/POLICY_ITERATION/EMBEDDED/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,POLICY_ITERATION,ONCEANDFORALL,PREPROCESS,Moutain_Car,,,,,FAILED,1,experiments/20260708_095510/logs/Moutain_Car/POLICY_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,POLICY_ITERATION,ONCEANDFORALL,RECURSIVE,Moutain_Car,,,,,FAILED,1,experiments/20260708_095510/logs/Moutain_Car/POLICY_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,PRIORITIZED_VALUE_ITERATION,EMBEDDED,PREPROCESS,Moutain_Car,,,,,FAILED,1,experiments/20260708_095510/logs/Moutain_Car/PRIORITIZED_VALUE_ITERATION/EMBEDDED/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,PRIORITIZED_VALUE_ITERATION,EMBEDDED,RECURSIVE,Moutain_Car,,,,,FAILED,1,experiments/20260708_095510/logs/Moutain_Car/PRIORITIZED_VALUE_ITERATION/EMBEDDED/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,PRIORITIZED_VALUE_ITERATION,ONCEANDFORALL,PREPROCESS,Moutain_Car,,,,,FAILED,1,experiments/20260708_095510/logs/Moutain_Car/PRIORITIZED_VALUE_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,PRIORITIZED_VALUE_ITERATION,ONCEANDFORALL,RECURSIVE,Moutain_Car,,,,,FAILED,1,experiments/20260708_095510/logs/Moutain_Car/PRIORITIZED_VALUE_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,EMBEDDED,PREPROCESS,Moutain_Car,,,,,FAILED,1,experiments/20260708_095510/logs/Moutain_Car/VALUE_ITERATION/EMBEDDED/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,EMBEDDED,RECURSIVE,Moutain_Car,,,,,FAILED,1,experiments/20260708_095510/logs/Moutain_Car/VALUE_ITERATION/EMBEDDED/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,ONCEANDFORALL,PREPROCESS,Moutain_Car,,,,,FAILED,1,experiments/20260708_095510/logs/Moutain_Car/VALUE_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,ONCEANDFORALL,RECURSIVE,Moutain_Car,,,,,FAILED,1,experiments/20260708_095510/logs/Moutain_Car/VALUE_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
